pid,window_start_t,window_end_t,n_events,mean_dt,std_dt,max_dt,frac_success,any_page_execute,any_exec_ext,any_suspicious_dir,any_desired_access_execute,mean_offset,offset_monotonic,op_frac_CreateFile,op_frac_CreateFileMapping,op_frac_ReadFile,op_frac_WriteFile,op_frac_Thread Create,op_frac_Process Create,op_frac_LoadImage,op_frac_VirtualAlloc,op_frac_WriteProcessMemory,op_frac_CreateRemoteThread,op_frac_QueryBasicInformationFile,op_frac_QueryStandardInformationFile,op_frac_CloseFile,op_frac_FileSystemControl,op_frac_Other,label,anomaly_score,predicted_attack
9928,49879.5967777,49879.598273,20,7.926500002213288e-05,4.741303718550797e-05,0.000165299999935,0.95,0,0,0,0,2.6,0,0.3,0.0,0.15,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.25,0.0,0.15,1,0.7096953764792985,1
9928,49879.5972143,49879.5987,20,7.517000012740027e-05,4.503678118653878e-05,0.000165299999935,0.95,0,0,0,0,3.25,0,0.25,0.0,0.15,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.3,0.0,0.15,1,0.7243639278799495,1
9928,49879.597677,49879.5989984,20,7.433499995386228e-05,4.5916860987613865e-05,0.000165299999935,0.9,0,0,0,0,3.7142857142857144,0,0.25,0.0,0.3,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.25,0.0,0.1,1,0.7133673043175981,1
9928,49879.5979485,49879.5993935,20,7.746500014036429e-05,4.173490529430188e-05,0.0001498999990872,0.95,0,0,0,0,2.6,0,0.3,0.0,0.15,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.25,0.0,0.15,1,0.7096953764792985,1
9928,49879.5984147,49879.6000525,20,8.897499974409584e-05,8.801115298894017e-05,0.0004169000021647,0.95,0,0,0,0,3.25,0,0.25,0.0,0.15,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.3,0.0,0.15,1,0.7250994431275852,1
9928,49879.5988499,49879.6003997,20,8.498499992128927e-05,9.05471285332802e-05,0.0004169000021647,0.9,0,0,0,0,3.7142857142857144,0,0.25,0.0,0.3,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.25,0.0,0.1,1,0.713850122188883,1
9928,49879.5990908,49879.6008,20,9.008000015455765e-05,8.807571920987393e-05,0.0004169000021647,0.95,0,0,0,0,2.6,0,0.3,0.0,0.15,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.25,0.0,0.15,1,0.7104159973585088,1
9928,49879.5994052,49879.6014235,20,0.0001014999998005,0.000106058876364,0.0004169000021647,0.95,0,0,0,0,3.25,0,0.25,0.0,0.15,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.3,0.0,0.15,1,0.7250994431275852,1
9928,49879.6001764,49879.6017243,20,8.359000021300745e-05,7.876963613146214e-05,0.0003509999951347,0.9,0,0,0,0,3.142857142857143,0,0.25,0.0,0.3,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.25,0.0,0.1,1,0.7136086724197453,1
9928,49879.6004958,49879.6021743,20,8.873000006133225e-05,7.585184258184468e-05,0.0003509999951347,0.95,0,0,0,0,1.8,0,0.3,0.0,0.15,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.25,0.0,0.15,1,0.710175709133821,1
9928,49879.6008106,49879.6024631,20,8.315499981108588e-05,7.767978369537654e-05,0.0003509999951347,0.95,0,0,0,0,2.25,0,0.25,0.0,0.15,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.3,0.0,0.15,1,0.7248541884337734,1
9928,49879.6015885,49879.6027383,20,6.57399999909103e-05,4.748043842029087e-05,0.0001650000049266,0.9,0,0,0,0,2.5714285714285716,0,0.25,0.0,0.3,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.25,0.0,0.1,1,0.7133673043175981,1
9928,49879.6018434,49879.6031537,20,7.146999996621162e-05,4.194254341929593e-05,0.0001330000013695,0.95,0,0,0,0,1.8,0,0.3,0.0,0.15,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.25,0.0,0.15,1,0.7096953764792985,1
9928,49879.6021851,49879.6034079,20,6.167999999888707e-05,3.879889670047439e-05,0.0001330000013695,0.95,0,0,0,0,2.25,0,0.25,0.0,0.15,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.3,0.0,0.15,1,0.7238739989175195,1
9928,49879.6025961,49879.6041513,20,8.441000027232803e-05,0.0001104501456846,0.0005248000015853,0.9,0,0,0,0,2.5714285714285716,0,0.25,0.0,0.3,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.25,0.0,0.1,1,0.714091653652643,1
9928,49879.6028411,49879.6046465,20,9.541000035824254e-05,0.0001091990598586,0.0005248000015853,0.95,0,0,0,0,1.8,0,0.3,0.0,0.15,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.25,0.0,0.15,1,0.7106563668848099,1
