pid,window_start_t,window_end_t,n_events,mean_dt,std_dt,max_dt,frac_success,any_page_execute,any_exec_ext,any_suspicious_dir,any_desired_access_execute,mean_offset,offset_monotonic,op_frac_CreateFile,op_frac_CreateFileMapping,op_frac_ReadFile,op_frac_WriteFile,op_frac_Thread Create,op_frac_Process Create,op_frac_LoadImage,op_frac_VirtualAlloc,op_frac_WriteProcessMemory,op_frac_CreateRemoteThread,op_frac_QueryBasicInformationFile,op_frac_QueryStandardInformationFile,op_frac_CloseFile,op_frac_FileSystemControl,op_frac_Other,label,anomaly_score,predicted_attack
1988,77242.4957911,77242.4960014,20,1.1034999624826014e-05,5.9080932839247394e-06,3.480000304989517e-05,0.5,0,0,0,0,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.3159873045559359,0
1988,77242.4958428,77242.4960554,20,1.103999966289848e-05,5.877827105970216e-06,3.480000304989517e-05,0.6,0,0,0,0,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.3070148995465411,0
1988,77242.4958906,77242.4961046,20,1.138500010711141e-05,6.08494987371671e-06,3.480000304989517e-05,0.6,0,0,0,0,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.3070148995465411,0
1988,77242.4959589,77242.4961484,20,1.1214999540243298e-05,6.133539447752934e-06,3.480000304989517e-05,0.45,0,0,0,0,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.32453711817360265,0
1988,77242.4960152,77242.4962111,20,1.048500053002499e-05,3.2967730279821004e-06,1.829999382607639e-05,0.45,0,0,0,0,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.32434205542901823,0
1988,77242.496073,77242.4963599,20,1.5225000242935494e-05,1.558868831503203e-05,7.599999662488699e-05,0.5,0,0,0,0,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.3168842055541188,0
1988,77242.4961124,77242.4964342,20,1.6480000340379775e-05,1.5257666717858536e-05,7.599999662488699e-05,0.65,0,0,0,0,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.302491295070293,0
1988,77242.4961574,77242.4964948,20,1.7320000188192354e-05,1.4959473920228345e-05,7.599999662488699e-05,0.8,0,0,0,0,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.3023359253116084,0
1988,77242.4962223,77242.4965496,20,1.6924999363254757e-05,1.5122199321546224e-05,7.599999662488699e-05,0.75,0,0,0,0,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.2992888566315496,0
1988,77242.4963743,77242.4966072,20,1.2364999565761535e-05,3.7480219222068065e-06,2.060001133941114e-05,0.75,0,0,0,0,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.2978333108361319,0
1988,77242.4964432,77242.4966583,20,1.1205000191694126e-05,3.369752976843418e-06,1.889999839477241e-05,0.7,0,0,0,0,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.2987737676342408,0
1988,77242.4965044,77242.4968807,20,1.929499994730577e-05,3.42092075300839e-05,0.0001635999942664,0.7,0,0,0,0,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.3030327125493873,0
1988,77242.4965607,77242.4969693,20,2.098500044667162e-05,3.399264905507382e-05,0.0001635999942664,0.75,0,0,0,0,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.30157398002526964,0
1988,77242.4966148,77242.4970224,20,2.0760000188602136e-05,3.4062130803069934e-05,0.0001635999942664,0.75,0,0,0,0,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.30157398002526964,0
1988,77242.4966693,77242.4970886,20,2.1514999389182776e-05,3.386586861761837e-05,0.0001635999942664,0.8,0,0,0,0,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.3052551265646286,0
1988,77242.4969009,77242.4971346,20,1.2694999895757064e-05,5.1195684596374974e-06,2.6599998818710446e-05,0.8,0,0,0,0,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.30024853008929747,0
1988,77242.4969776,77242.4971933,20,1.120000015362166e-05,3.299920222504035e-06,1.8699996871873736e-05,0.8,0,0,0,0,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.30014572570103876,0
1988,77242.4970391,77242.4972458,20,1.1169999925186858e-05,3.179390411509839e-06,1.8699996871873736e-05,0.75,0,0,0,0,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.2978333108361319,0
1988,77242.4970969,77242.4973472,20,1.2930000229971485e-05,7.81214210400206e-06,4.099999205209315e-05,0.75,0,0,0,0,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.29826688838429666,0
1988,77242.4971525,77242.4974038,20,1.34599999000784e-05,7.775020382773036e-06,4.099999205209315e-05,0.75,0,0,0,0,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.29826688838429666,0
1988,77242.4972076,77242.4974589,20,1.3279999984661118e-05,7.739957198599012e-06,4.099999205209315e-05,0.75,0,0,0,0,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.29826688838429666,0
1988,77242.4972563,77242.4975226,20,1.3839999883202837e-05,7.860922921736486e-06,4.099999205209315e-05,0.75,0,0,0,0,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.29826688838429666,0
1988,77242.4973583,77242.4975705,20,1.116499988711439e-05,3.4879168421942496e-06,1.9500002963468432e-05,0.7,0,0,0,0,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.2987737676342408,0
1988,77242.497413,77242.4976232,20,1.0970000585075469e-05,3.118215880747218e-06,1.9500002963468432e-05,0.65,0,0,0,0,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.3013607921734727,0
1988,77242.4974676,77242.4976803,20,1.1069999891333282e-05,3.3754702525838566e-06,1.9500002963468432e-05,0.65,0,0,0,0,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.3013607921734727,0
1988,77242.4975304,77242.4977339,20,1.05650004115887e-05,2.549565528096759e-06,1.750000228639692e-05,0.65,0,0,0,0,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.3013607921734727,0
1988,77242.4975816,77242.4977937,20,1.1159999849041924e-05,3.031830272743016e-06,1.819999306462705e-05,0.7,0,0,0,0,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.2987737676342408,0
1988,77242.4976407,77242.4978492,20,1.1299999459879474e-05,3.1699237792227403e-06,1.819999306462705e-05,0.7,0,0,0,0,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.2987737676342408,0
1988,77242.4976949,77242.497917,20,1.183499989565462e-05,3.806540461767976e-06,2.2299995180219412e-05,0.7,0,0,0,0,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.2987737676342408,0
1988,77242.4977415,77242.4980658,20,1.659499976085499e-05,1.7462937751614262e-05,8.840000373311341e-05,0.75,0,0,0,0,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.2987243579191203,0
1988,77242.497804,77242.4981228,20,1.645500015001744e-05,1.7486340379210344e-05,8.840000373311341e-05,0.7,0,0,0,0,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.29966762834235483,0
1988,77242.4978581,77242.4981775,20,1.6415000573033467e-05,1.7506428499028213e-05,8.840000373311341e-05,0.6,0,0,0,0,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.3076622056047103,0
1988,77242.4980054,77242.4982343,20,1.586500002304092e-05,1.7493316179957758e-05,8.840000373311341e-05,0.45,0,0,0,0,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.32580194032026005,0
1988,77242.4980749,77257.5358832,20,0.7518908700003522,3.362490029217533,15.037527799999223,0.5,0,0,0,0,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.6326797749939224,1
1988,77242.4981347,77257.5360128,20,0.7518945000003441,3.3624891748114916,15.037527799999223,0.55,0,0,0,0,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.629467874158594,1
1988,77242.4981876,77257.5361479,20,0.7518985199996677,3.3624882286097777,15.037527799999223,0.7,0,0,0,0,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.6224181543215189,1
1988,77242.4982465,77257.5362691,20,0.7519017400001757,3.3624874707016037,15.037527799999223,0.8,0,0,0,0,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.6200178588331254,1
1988,77257.5359043,77257.5364105,20,2.636499993968755e-05,1.358258231978127e-05,5.6199991377070546e-05,0.6,0,0,0,0,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.30925951476954655,0
1988,77257.536069,77257.5364679,20,2.2755000100005417e-05,1.4122264202113944e-05,5.6199991377070546e-05,0.4,0,0,0,0,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.3413816391552424,0
1988,77257.5361746,77257.5365253,20,1.8870000349124898e-05,1.2327764872059156e-05,5.129999772179872e-05,0.2,0,0,0,0,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.3766792343494523,0
1988,77257.5362915,77257.5368208,20,2.7584999770624563e-05,5.276551096806152e-05,0.0002478999958839,0.05,0,0,0,0,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.4069544963214823,0
1988,77257.5364293,77257.5368782,20,2.338499980396591e-05,5.325149060156912e-05,0.0002478999958839,0.0,0,0,0,0,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.41721507695112103,0
1988,77257.5364736,77257.5369366,20,2.3434999457094817e-05,5.32333413286177e-05,0.0002478999958839,0.0,0,0,0,0,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.41721507695112103,0
1988,77257.5365306,77257.5370014,20,2.380499936407432e-05,5.324465280265314e-05,0.0002478999958839,0.0,0,0,0,0,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.41721507695112103,0
1988,77257.5368417,77257.5370756,20,1.2740000238409266e-05,7.385505070824717e-06,2.859999949578196e-05,0.0,0,0,0,0,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.4072939850793671,0
1988,77257.5368985,77257.5371079,20,1.1485000140964984e-05,7.256016069475795e-06,2.859999949578196e-05,0.0,0,0,0,0,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.407018508745119,0
1988,77257.5369422,77257.5371426,20,1.030000057653524e-05,6.84289879957973e-06,2.859999949578196e-05,0.0,0,0,0,0,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.407018508745119,0
1988,77257.5370155,77257.5371774,20,8.800000068731606e-06,4.748739783251605e-06,2.36999912885949e-05,0.0,0,0,0,0,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.40601382214245363,0
1988,77257.5370826,77257.537216,20,7.019999611657113e-06,1.7191203109933528e-06,1.170000177808106e-05,0.0,0,0,0,0,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.4059885876008965,0
1988,77257.5371143,77257.5372463,20,6.919999577803537e-06,1.7715900958281251e-06,1.170000177808106e-05,0.0,0,0,0,0,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.4059885876008965,0
1988,77257.5371479,77257.5372786,20,6.799999391660095e-06,1.6517934350377192e-06,1.170000177808106e-05,0.0,0,0,0,0,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.4061259539958653,0
1988,77257.537183,77257.5373091,20,6.584999937331304e-06,1.555390456560294e-06,1.170000177808106e-05,0.0,0,0,0,0,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.4059885876008965,0
1988,77257.5372231,77257.5373586,20,7.130000449251384e-06,3.274478529250243e-06,1.7400001524947584e-05,0.0,0,0,0,0,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.4055735202718444,0
1988,77257.5372557,77257.5373969,20,7.530000584665686e-06,3.5038473776299423e-06,1.7400001524947584e-05,0.0,0,0,0,0,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.4057107462286225,0
1988,77257.5372859,77257.537432,20,7.670000195503235e-06,3.4129933899800207e-06,1.7400001524947584e-05,0.0,0,0,0,0,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.4056822827983064,0
1988,77257.5373265,77257.5374696,20,8.025000715861097e-06,3.416965231271589e-06,1.7400001524947584e-05,0.0,0,0,0,0,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.40581954555492733,0
1988,77257.5373645,77257.5375156,20,7.849999383324757e-06,3.410739504326126e-06,1.999999221879989e-05,0.0,0,0,0,0,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.4056822827983064,0
1988,77257.5374054,77257.5375465,20,7.479999476345256e-06,3.2386778321817865e-06,1.999999221879989e-05,0.0,0,0,0,0,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.4057107462286225,0
1988,77257.5374432,77257.5375931,20,8.055000216700137e-06,3.4213659447745186e-06,1.999999221879989e-05,0.0,0,0,0,0,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.40581954555492733,0
1988,77257.5374769,77257.537659,20,9.469999349676071e-06,5.143015378329457e-06,2.3899992811493576e-05,0.1,0,0,0,0,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.38484136208735664,0
1988,77257.5375212,77257.5377745,20,1.2945000344188884e-05,9.277729816685815e-06,3.929999365936965e-05,0.25,0,0,0,0,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.3652111935813123,0
1988,77257.5375526,77257.5389919,20,7.227000023704022e-05,0.0002508187773915,0.0011372000008122,0.45,0,0,0,0,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.3425397037819041,0
1988,77257.537601,77257.5390559,20,7.313999958569184e-05,0.0002506018093695,0.0011372000008122,0.7,0,0,0,0,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.3166397351785051,0
1988,77257.5376883,77257.5391632,20,7.521000006818212e-05,0.0002502538858519,0.0011372000008122,0.8,0,0,0,0,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.317188582245938,0
1988,77257.5389117,77257.5392138,20,7.196500009740703e-05,0.0002509703995702,0.0011372000008122,0.85,0,0,0,0,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.31845460895597866,0
1988,77257.5390017,77257.5397076,20,3.578499963623472e-05,9.250620655196984e-05,0.0004262000002199,0.85,0,0,0,0,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.30853081791412057,0
1988,77257.5391128,77257.53977820001,20,3.611500069382601e-05,9.244198350600848e-05,0.0004262000002199,0.75,0,0,0,0,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.3039538482273427,0
1988,77257.5391705,77257.5398641,20,3.5045000549871476e-05,9.243121147470976e-05,0.0004262000002199,0.6,0,0,0,0,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.3152288327936441,0
1988,77257.53964,77257.5399083,20,3.4724999568425116e-05,9.252474413064366e-05,0.0004262000002199,0.5,0,0,0,0,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.32499053290309565,0
1988,77257.5397179,77257.5399721,20,1.3225000293459745e-05,8.40249615490612e-06,4.259998968336731e-05,0.5,0,0,0,0,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.3160394879537613,0
1988,77257.5397958,77257.5400314,20,1.2659999629249795e-05,8.153421196138502e-06,4.259998968336731e-05,0.55,0,0,0,0,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.3099121085554583,0
1988,77257.5398732,77257.5400847,20,1.1029999586753548e-05,4.521423272346425e-06,2.0699997548945248e-05,0.7,0,0,0,0,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.2987737676342408,0
1988,77257.5399155,77257.5401362,20,1.1395000183256342e-05,4.412240341237956e-06,2.0699997548945248e-05,0.75,0,0,0,0,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.2978333108361319,0
1988,77257.5399794,77257.5401745,20,1.0119999933522194e-05,4.035447645569957e-06,2.0699997548945248e-05,0.55,0,0,0,0,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.3099060298712211,0
1988,77257.5400397,77257.5402149,20,9.175000013783572e-06,3.3684094048864327e-06,2.0699997548945248e-05,0.45,0,0,0,0,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.324145425308866,0
1988,77257.5400958,77257.5402867,20,1.0099999781232328e-05,7.118472648856981e-06,3.91000066883862e-05,0.5,0,0,0,0,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.31609421898212514,0
1988,77257.540144,77257.5403459,20,1.0484999802429228e-05,7.52422733428977e-06,3.91000066883862e-05,0.55,0,0,0,0,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.3099657784576388,0
1988,77257.5401851,77257.5403985,20,1.120000015362166e-05,7.426057653962325e-06,3.91000066883862e-05,0.65,0,0,0,0,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.30208036136873223,0
1988,77257.5402227,77257.5404339,20,1.094999970518984e-05,7.567834921983839e-06,3.91000066883862e-05,0.55,0,0,0,0,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.3099657784576388,0
1988,77257.5402935,77257.5404725,20,9.29000016185455e-06,4.000775582704015e-06,2.0799998310394585e-05,0.45,0,0,0,0,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.32436481187632865,0
1988,77257.5403537,77257.5405168,20,8.54500030982308e-06,2.765668463391275e-06,1.3600001693703234e-05,0.45,0,0,0,0,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.32380092521784065,0
1988,77257.5404051,77257.5405643,20,8.289999823318794e-06,3.30404891586342e-06,1.8799997633323073e-05,0.5,0,0,0,0,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.31537717823596545,0
1988,77257.5404397,77257.5406016,20,8.385000546695664e-06,3.2157953160504117e-06,1.8799997633323073e-05,0.7,0,0,0,0,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.2987737676342408,0
1988,77257.5404802,77257.5406424,20,8.494999929098412e-06,3.025414068439139e-06,1.8799997633323073e-05,0.75,0,0,0,0,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.2978333108361319,0
1988,77257.5405254,77257.540686,20,8.459999662591144e-06,3.1238293162422947e-06,1.8799997633323073e-05,0.75,0,0,0,0,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.2978333108361319,0
1988,77257.5405702,77257.540724,20,7.985000411281363e-06,1.99532870686034e-06,1.2799995602108538e-05,0.8,0,0,0,0,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.30021646940045493,0
1988,77257.5406143,77257.540766,20,8.22000001790002e-06,2.0608109860535935e-06,1.2799995602108538e-05,0.75,0,0,0,0,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.29787570643785266,0
1988,77257.54065,77257.5410551,20,2.0634999964386223e-05,4.376872496908371e-05,0.000204299998586,0.75,0,0,0,0,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.30157398002526964,0
1988,77257.5406928,77257.5411041,20,2.090500056510791e-05,4.3690386844480064e-05,0.000204299998586,0.75,0,0,0,0,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.30157398002526964,0
1988,77257.5407354,77257.5411534,20,2.1469999774126335e-05,4.353955313972462e-05,0.000204299998586,0.75,0,0,0,0,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.30157398002526964,0
1988,77257.5409703,77257.5412075,20,2.2075000015320256e-05,4.3390549733342774e-05,0.000204299998586,0.75,0,0,0,0,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.30157398002526964,0
1988,77257.5410626,77257.547417,20,0.0003180949999659,0.0013563419612178,0.0060802999942097,0.8,0,0,0,0,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.339790138613999,0
1988,77257.5411133,77257.5474943,20,0.0003195099998265,0.0013560058525301,0.0060802999942097,0.75,0,0,0,0,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.339362427933631,0
1988,77257.5411698,77257.5475438,20,0.0003195199999026,0.0013560027306076,0.0060802999942097,0.75,0,0,0,0,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.339362427933631,0
1988,77257.5412162,77257.5475964,20,0.0003194450000592,0.0013560201927281,0.0060802999942097,0.8,0,0,0,0,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.339790138613999,0
1988,77257.547434,77257.5476388,20,1.109000004362315e-05,3.4157393510506177e-06,1.8100006855092943e-05,0.7,0,0,0,0,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.2987737676342408,0
1988,77257.5475049,77257.5477419,20,1.2379999679978937e-05,1.1861905797820685e-05,6.199999188538641e-05,0.75,0,0,0,0,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.2986387382404039,0
1988,77257.5475596,77257.5477857,20,1.2094999692635611e-05,1.1982155275039732e-05,6.199999188538641e-05,0.75,0,0,0,0,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.2986387382404039,0
