"Time of Day","Process Name","PID","Operation","Path","Result","Detail"
"13:51:19.5994052","Notepad.exe","9928","QueryBasicInformationFile","C:\ransomware_test\doc8.txt","SUCCESS","CreationTime: 14-07-2026 15:14:16, LastAccessTime: 15-07-2026 13:51:19, LastWriteTime: 15-07-2026 13:51:19, ChangeTime: 15-07-2026 13:51:19, FileAttributes: A"
"13:51:19.5994714","Notepad.exe","9928","CreateFile","C:\ransomware_test","SUCCESS","Desired Access: Write Data/Add File, Synchronize, Disposition: Open, Options: , Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"13:51:19.5998883","Notepad.exe","9928","SetRenameInformationFile","C:\ransomware_test\doc8.txt","SUCCESS","ReplaceIfExists: True, FileName: C:\ransomware_test\doc8.txt.encrypted"
"13:51:19.6000128","Notepad.exe","9928","CloseFile","C:\ransomware_test","SUCCESS",""
"13:51:19.6000525","Notepad.exe","9928","CloseFile","C:\ransomware_test\doc8.txt.encrypted","SUCCESS",""
"13:51:19.6001764","Notepad.exe","9928","CreateFile","C:\ransomware_test\doc9.txt","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Disallow Exclusive, Attributes: N, ShareMode: Read, Write, AllocationSize: n/a, OpenResult: Opened"
"13:51:19.6003194","Notepad.exe","9928","ReadFile","C:\ransomware_test\doc9.txt","SUCCESS","Offset: 0, Length: 13, Priority: Normal"
"13:51:19.6003486","Notepad.exe","9928","ReadFile","C:\ransomware_test\doc9.txt","SUCCESS","Offset: 0, Length: 13, I/O Flags: Non-cached, Paging I/O, Priority: Normal"
"13:51:19.6003835","Notepad.exe","9928","ReadFile","C:\ransomware_test\doc9.txt","END OF FILE","Offset: 13, Length: 4096"
"13:51:19.6003997","Notepad.exe","9928","CloseFile","C:\ransomware_test\doc9.txt","SUCCESS",""
"13:51:19.6004958","Notepad.exe","9928","CreateFile","C:\ransomware_test\doc9.txt","SUCCESS","Desired Access: Generic Write, Read Attributes, Disposition: OverwriteIf, Options: Synchronous IO Non-Alert, Non-Directory File, Disallow Exclusive, Attributes: N, ShareMode: Read, Write, AllocationSize: 0, OpenResult: Overwritten"
"13:51:19.6006003","Notepad.exe","9928","WriteFile","C:\ransomware_test\doc9.txt","SUCCESS","Offset: 0, Length: 13, Priority: Normal"
"13:51:19.6006433","Notepad.exe","9928","CloseFile","C:\ransomware_test\doc9.txt","SUCCESS",""
"13:51:19.6007688","Notepad.exe","9928","CreateFile","C:\ransomware_test\doc9.txt","SUCCESS","Desired Access: Read Attributes, Delete, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"13:51:19.6008000","Notepad.exe","9928","QueryAttributeTagFile","C:\ransomware_test\doc9.txt","SUCCESS","Attributes: A, ReparseTag: 0x0"
"13:51:19.6008106","Notepad.exe","9928","QueryBasicInformationFile","C:\ransomware_test\doc9.txt","SUCCESS","CreationTime: 14-07-2026 15:14:16, LastAccessTime: 15-07-2026 13:51:19, LastWriteTime: 15-07-2026 13:51:19, ChangeTime: 15-07-2026 13:51:19, FileAttributes: A"
"13:51:19.6008720","Notepad.exe","9928","CreateFile","C:\ransomware_test","SUCCESS","Desired Access: Write Data/Add File, Synchronize, Disposition: Open, Options: , Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"13:51:19.6009596","Notepad.exe","9928","SetRenameInformationFile","C:\ransomware_test\doc9.txt","SUCCESS","ReplaceIfExists: True, FileName: C:\ransomware_test\doc9.txt.encrypted"
"13:51:19.6010725","Notepad.exe","9928","CloseFile","C:\ransomware_test","SUCCESS",""
"13:51:19.6014235","Notepad.exe","9928","CloseFile","C:\ransomware_test\doc9.txt.encrypted","SUCCESS",""
"13:51:19.6015885","Notepad.exe","9928","CreateFile","C:\ransomware_test\photo1.jpg","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Disallow Exclusive, Attributes: N, ShareMode: Read, Write, AllocationSize: n/a, OpenResult: Opened"
"13:51:19.6016397","Notepad.exe","9928","ReadFile","C:\ransomware_test\photo1.jpg","SUCCESS","Offset: 0, Length: 9, Priority: Normal"
"13:51:19.6016603","Notepad.exe","9928","ReadFile","C:\ransomware_test\photo1.jpg","SUCCESS","Offset: 0, Length: 9, I/O Flags: Non-cached, Paging I/O, Priority: Normal"
"13:51:19.6017141","Notepad.exe","9928","ReadFile","C:\ransomware_test\photo1.jpg","END OF FILE","Offset: 9, Length: 4096"
"13:51:19.6017243","Notepad.exe","9928","CloseFile","C:\ransomware_test\photo1.jpg","SUCCESS",""
"13:51:19.6018434","Notepad.exe","9928","CreateFile","C:\ransomware_test\photo1.jpg","SUCCESS","Desired Access: Generic Write, Read Attributes, Disposition: OverwriteIf, Options: Synchronous IO Non-Alert, Non-Directory File, Disallow Exclusive, Attributes: N, ShareMode: Read, Write, AllocationSize: 0, OpenResult: Overwritten"
"13:51:19.6019597","Notepad.exe","9928","WriteFile","C:\ransomware_test\photo1.jpg","SUCCESS","Offset: 0, Length: 9, Priority: Normal"
"13:51:19.6020138","Notepad.exe","9928","CloseFile","C:\ransomware_test\photo1.jpg","SUCCESS",""
"13:51:19.6021374","Notepad.exe","9928","CreateFile","C:\ransomware_test\photo1.jpg","SUCCESS","Desired Access: Read Attributes, Delete, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"13:51:19.6021743","Notepad.exe","9928","QueryAttributeTagFile","C:\ransomware_test\photo1.jpg","SUCCESS","Attributes: A, ReparseTag: 0x0"
"13:51:19.6021851","Notepad.exe","9928","QueryBasicInformationFile","C:\ransomware_test\photo1.jpg","SUCCESS","CreationTime: 14-07-2026 15:14:22, LastAccessTime: 15-07-2026 13:51:19, LastWriteTime: 15-07-2026 13:51:19, ChangeTime: 15-07-2026 13:51:19, FileAttributes: A"
"13:51:19.6022500","Notepad.exe","9928","CreateFile","C:\ransomware_test","SUCCESS","Desired Access: Write Data/Add File, Synchronize, Disposition: Open, Options: , Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"13:51:19.6022998","Notepad.exe","9928","SetRenameInformationFile","C:\ransomware_test\photo1.jpg","SUCCESS","ReplaceIfExists: True, FileName: C:\ransomware_test\photo1.jpg.encrypted"
"13:51:19.6024302","Notepad.exe","9928","CloseFile","C:\ransomware_test","SUCCESS",""
"13:51:19.6024631","Notepad.exe","9928","CloseFile","C:\ransomware_test\photo1.jpg.encrypted","SUCCESS",""
"13:51:19.6025961","Notepad.exe","9928","CreateFile","C:\ransomware_test\photo2.jpg","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Disallow Exclusive, Attributes: N, ShareMode: Read, Write, AllocationSize: n/a, OpenResult: Opened"
"13:51:19.6026394","Notepad.exe","9928","ReadFile","C:\ransomware_test\photo2.jpg","SUCCESS","Offset: 0, Length: 9, Priority: Normal"
"13:51:19.6026727","Notepad.exe","9928","ReadFile","C:\ransomware_test\photo2.jpg","SUCCESS","Offset: 0, Length: 9, I/O Flags: Non-cached, Paging I/O, Priority: Normal"
"13:51:19.6027279","Notepad.exe","9928","ReadFile","C:\ransomware_test\photo2.jpg","END OF FILE","Offset: 9, Length: 4096"
"13:51:19.6027383","Notepad.exe","9928","CloseFile","C:\ransomware_test\photo2.jpg","SUCCESS",""
"13:51:19.6028411","Notepad.exe","9928","CreateFile","C:\ransomware_test\photo2.jpg","SUCCESS","Desired Access: Generic Write, Read Attributes, Disposition: OverwriteIf, Options: Synchronous IO Non-Alert, Non-Directory File, Disallow Exclusive, Attributes: N, ShareMode: Read, Write, AllocationSize: 0, OpenResult: Overwritten"
"13:51:19.6029383","Notepad.exe","9928","WriteFile","C:\ransomware_test\photo2.jpg","SUCCESS","Offset: 0, Length: 9, Priority: Normal"
"13:51:19.6029942","Notepad.exe","9928","CloseFile","C:\ransomware_test\photo2.jpg","SUCCESS",""
"13:51:19.6031171","Notepad.exe","9928","CreateFile","C:\ransomware_test\photo2.jpg","SUCCESS","Desired Access: Read Attributes, Delete, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"13:51:19.6031537","Notepad.exe","9928","QueryAttributeTagFile","C:\ransomware_test\photo2.jpg","SUCCESS","Attributes: A, ReparseTag: 0x0"
"13:51:19.6031646","Notepad.exe","9928","QueryBasicInformationFile","C:\ransomware_test\photo2.jpg","SUCCESS","CreationTime: 14-07-2026 15:14:22, LastAccessTime: 15-07-2026 13:51:19, LastWriteTime: 15-07-2026 13:51:19, ChangeTime: 15-07-2026 13:51:19, FileAttributes: A"
"13:51:19.6032253","Notepad.exe","9928","CreateFile","C:\ransomware_test","SUCCESS","Desired Access: Write Data/Add File, Synchronize, Disposition: Open, Options: , Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"13:51:19.6032779","Notepad.exe","9928","SetRenameInformationFile","C:\ransomware_test\photo2.jpg","SUCCESS","ReplaceIfExists: True, FileName: C:\ransomware_test\photo2.jpg.encrypted"
"13:51:19.6033690","Notepad.exe","9928","CloseFile","C:\ransomware_test","SUCCESS",""
"13:51:19.6034079","Notepad.exe","9928","CloseFile","C:\ransomware_test\photo2.jpg.encrypted","SUCCESS",""
"13:51:19.6035302","Notepad.exe","9928","CreateFile","C:\ransomware_test\photo3.jpg","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Disallow Exclusive, Attributes: N, ShareMode: Read, Write, AllocationSize: n/a, OpenResult: Opened"
"13:51:19.6035862","Notepad.exe","9928","ReadFile","C:\ransomware_test\photo3.jpg","SUCCESS","Offset: 0, Length: 9, Priority: Normal"
"13:51:19.6036156","Notepad.exe","9928","ReadFile","C:\ransomware_test\photo3.jpg","SUCCESS","Offset: 0, Length: 9, I/O Flags: Non-cached, Paging I/O, Priority: Normal"
"13:51:19.6041404","Notepad.exe","9928","ReadFile","C:\ransomware_test\photo3.jpg","END OF FILE","Offset: 9, Length: 4096"
"13:51:19.6041513","Notepad.exe","9928","CloseFile","C:\ransomware_test\photo3.jpg","SUCCESS",""
"13:51:19.6042601","Notepad.exe","9928","CreateFile","C:\ransomware_test\photo3.jpg","SUCCESS","Desired Access: Generic Write, Read Attributes, Disposition: OverwriteIf, Options: Synchronous IO Non-Alert, Non-Directory File, Disallow Exclusive, Attributes: N, ShareMode: Read, Write, AllocationSize: 0, OpenResult: Overwritten"
"13:51:19.6043951","Notepad.exe","9928","WriteFile","C:\ransomware_test\photo3.jpg","SUCCESS","Offset: 0, Length: 9, Priority: Normal"
"13:51:19.6044635","Notepad.exe","9928","CloseFile","C:\ransomware_test\photo3.jpg","SUCCESS",""
"13:51:19.6046128","Notepad.exe","9928","CreateFile","C:\ransomware_test\photo3.jpg","SUCCESS","Desired Access: Read Attributes, Delete, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"13:51:19.6046465","Notepad.exe","9928","QueryAttributeTagFile","C:\ransomware_test\photo3.jpg","SUCCESS","Attributes: A, ReparseTag: 0x0"
"13:51:19.6046596","Notepad.exe","9928","QueryBasicInformationFile","C:\ransomware_test\photo3.jpg","SUCCESS","CreationTime: 14-07-2026 15:14:22, LastAccessTime: 15-07-2026 13:51:19, LastWriteTime: 15-07-2026 13:51:19, ChangeTime: 15-07-2026 13:51:19, FileAttributes: A"
"13:51:19.6047392","Notepad.exe","9928","CreateFile","C:\ransomware_test","SUCCESS","Desired Access: Write Data/Add File, Synchronize, Disposition: Open, Options: , Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"13:51:19.6047988","Notepad.exe","9928","SetRenameInformationFile","C:\ransomware_test\photo3.jpg","SUCCESS","ReplaceIfExists: True, FileName: C:\ransomware_test\photo3.jpg.encrypted"
"13:51:19.6049185","Notepad.exe","9928","CloseFile","C:\ransomware_test","SUCCESS",""
"13:51:19.6049544","Notepad.exe","9928","CloseFile","C:\ransomware_test\photo3.jpg.encrypted","SUCCESS",""
"13:51:19.6050964","Notepad.exe","9928","CreateFile","C:\ransomware_test\photo4.jpg","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Disallow Exclusive, Attributes: N, ShareMode: Read, Write, AllocationSize: n/a, OpenResult: Opened"
"13:51:19.6051397","Notepad.exe","9928","ReadFile","C:\ransomware_test\photo4.jpg","SUCCESS","Offset: 0, Length: 9, Priority: Normal"
"13:51:19.6052222","Notepad.exe","9928","ReadFile","C:\ransomware_test\photo4.jpg","END OF FILE","Offset: 9, Length: 4096"
"13:51:19.6052328","Notepad.exe","9928","CloseFile","C:\ransomware_test\photo4.jpg","SUCCESS",""
"13:51:19.6053157","Notepad.exe","9928","CreateFile","C:\ransomware_test\photo4.jpg","SUCCESS","Desired Access: Generic Write, Read Attributes, Disposition: OverwriteIf, Options: Synchronous IO Non-Alert, Non-Directory File, Disallow Exclusive, Attributes: N, ShareMode: Read, Write, AllocationSize: 0, OpenResult: Overwritten"
"13:51:19.6054345","Notepad.exe","9928","WriteFile","C:\ransomware_test\photo4.jpg","SUCCESS","Offset: 0, Length: 9, Priority: Normal"
"13:51:19.6054788","Notepad.exe","9928","CloseFile","C:\ransomware_test\photo4.jpg","SUCCESS",""
"13:51:19.6056004","Notepad.exe","9928","CreateFile","C:\ransomware_test\photo4.jpg","SUCCESS","Desired Access: Read Attributes, Delete, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"13:51:19.6056311","Notepad.exe","9928","QueryAttributeTagFile","C:\ransomware_test\photo4.jpg","SUCCESS","Attributes: A, ReparseTag: 0x0"
"13:51:19.6056485","Notepad.exe","9928","QueryBasicInformationFile","C:\ransomware_test\photo4.jpg","SUCCESS","CreationTime: 14-07-2026 15:14:22, LastAccessTime: 15-07-2026 13:51:19, LastWriteTime: 15-07-2026 13:51:19, ChangeTime: 15-07-2026 13:51:19, FileAttributes: A"
"13:51:19.6057201","Notepad.exe","9928","CreateFile","C:\ransomware_test","SUCCESS","Desired Access: Write Data/Add File, Synchronize, Disposition: Open, Options: , Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"13:51:19.6057726","Notepad.exe","9928","SetRenameInformationFile","C:\ransomware_test\photo4.jpg","SUCCESS","ReplaceIfExists: True, FileName: C:\ransomware_test\photo4.jpg.encrypted"
"13:51:19.6058941","Notepad.exe","9928","CloseFile","C:\ransomware_test","SUCCESS",""
"13:51:19.6059279","Notepad.exe","9928","CloseFile","C:\ransomware_test\photo4.jpg.encrypted","SUCCESS",""
"13:51:19.6060773","Notepad.exe","9928","CreateFile","C:\ransomware_test\photo5.jpg","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Disallow Exclusive, Attributes: N, ShareMode: Read, Write, AllocationSize: n/a, OpenResult: Opened"
"13:51:19.6061262","Notepad.exe","9928","ReadFile","C:\ransomware_test\photo5.jpg","SUCCESS","Offset: 0, Length: 9, Priority: Normal"
"13:51:19.6061794","Notepad.exe","9928","ReadFile","C:\ransomware_test\photo5.jpg","END OF FILE","Offset: 9, Length: 4096"
"13:51:19.6061936","Notepad.exe","9928","CloseFile","C:\ransomware_test\photo5.jpg","SUCCESS",""
